book_id,original_title,authors,average_rating,genre
3709,Robert Ludlum's The Bourne Legacy,Eric Van Lustbader,3.86,horror
3710,A Kingdom of Dreams ,Judith McNaught,4.25,mystery
3711,Ship Breaker,Paolo Bacigalupi,3.74,fairy tale fantasy
3712,Gregor and the Prophecy of Bane,Suzanne Collins,4.17,fiction
3713,Beach Road,"James Patterson, Peter de Jonge",3.81,science fiction
3714,The Name of the Star,Maureen Johnson,3.9,autobiographical
3715,Nicholas Nickleby,"Charles Dickens, Mark Ford",3.89,dictionary
3716,Dean Koontz's Frankenstein: Prodigal Son Volume 1 (Frankenstein),"Dean Koontz, Kevin J. Anderson, Chuck Dixon, Brett Booth",4.09,comic
3717,Du contrat social: ou Principes du droit politique,"Jean-Jacques Rousseau, Maurice Cranston",3.75,autobiographical
3718,Chains,Laurie Halse Anderson,4.09,horror
3719,El tÃºnel,Ernesto Sabato,4.04,comic 
3720,The Federalist,"Alexander Hamilton, James Madison, John Jay, Philo-Publius, Clinton Rossiter, Charles R. Kessler",4.05,mystery
3721,Keeping You a Secret,Julie Anne Peters,3.98,fiction
3722,Storia della bambina perduta,"Elena Ferrante, Ann Goldstein",4.39,comic 
3723,The Disreputable History of Frankie Landau-Banks,E. Lockhart,3.82,genre
3724,The Postmistress,"Sarah Blake, Orlagh Cassidy",3.3,fiction
3725,Rise of Empire,Michael J. Sullivan,4.35,comic 
3726,Tweak: Growing Up On Methamphetamines,Nic Sheff,3.93,crime
3727,The Rook,Daniel O'Malley,4.12,horror
3728,The Looking Glass Wars,Frank Beddor,3.93,mystery
3729,The Other Queen,Philippa Gregory,3.62,fairy tale fantasy
3730,Labor Day,Joyce Maynard,3.55,fiction
3731,I Shall Wear Midnight,Terry Pratchett,4.35,science fiction
3732,Beautiful Player,Christina Lauren,4.38,autobiographical
3733,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration","Ed Catmull, Amy Wallace",4.24,dictionary
3734,El diario de Frida Kahlo: Un Ã­ntimo autorretrato ,"Frida Kahlo, Carlos Fuentes, Sarah M. Lowe",3.88,fiction
3735,Creepshow,"Stephen King, Bernie Wrightson, Michele Wrightson",4.06,comic 
3736,Harry Potter Page to Screen: The Complete Filmmaking Journey,Bob McCabe,4.56,crime
3737,Gods and Generals,Jeff Shaara,4.05,horror
3738,The Darkest Pleasure,Gena Showalter,4.28,mystery
3739,Many Waters,Madeleine L'Engle,4.01,fairy tale fantasy
3740,"Panda Bear, Panda Bear, What Do You See?","Bill Martin Jr., Eric Carle",4.21,fiction
3741,Love You More,Lisa Gardner,4.15,science fiction
3742,War Horse,Michael Morpurgo,4.13,autobiographical
3743,The Grouchy Ladybug,Eric Carle,4.09,dictionary
3744,A Drink Before the War,Dennis Lehane,3.96,comic
3745,Heartsick,Chelsea Cain,3.92,autobiographical
3746,Edenbrooke,Julianne Donaldson,4.34,horror
3747,The Perfume Collector,Kathleen Tessaro,3.97,comic 
3748,"Seduction and Snacks (Chocolate Lovers, #1)",Tara Sivec,4.14,mystery
3749,seduce,Wendy Higgins,4.28,fiction
3750,Reliquary,"Douglas Preston, Lincoln Child",4,comic 
3751,"Blood, Bones and Butter: The Inadvertent Education of a Reluctant Chef",Gabrielle Hamilton,3.71,genre
3752,Poirot Investigates,Agatha Christie,4.07,fiction
3753,"Harry Potter Collection (Harry Potter, #1-6)",J.K. Rowling,4.73,comic 
3754,The Naked Sun,Isaac Asimov,4.12,crime
3755,"Bartleby, the Scrivener: A Story of Wall Street",Herman Melville,3.9,horror
3756,The Bazaar of Bad Dreams,Stephen King,3.92,mystery
3757,HypnotisÃ¶ren,"Lars Kepler, Ann Long",3.63,fairy tale fantasy
3758,On a Pale Horse,Piers Anthony,4.13,fiction
3759,"Sookie Stackhouse, Books 1-7",Charlaine Harris,4.43,science fiction
3760,The Sands of Time,Sidney Sheldon,3.64,autobiographical
3761,The Dirt: Confessions of the World's Most Notorious Rock Band,"Tommy Lee, Vince Neil, Nikki Sixx, Neil Strauss, Mick Mars, Tommy Lee",4.16,dictionary
3762,Ten Apples Up on Top,"Theo LeSieg, Roy McKie",4.11,fiction
3763,An American Tragedy ,"Theodore Dreiser, Richard R. Lingeman",3.94,comic 
3764,The Snows of Kilimanjaro and Other Stories,Ernest Hemingway,3.88,crime
3765,silverr,"Brynne Stephens, Lela Dowling, Cynthia Martin, Anne McCaffrey",4.44,horror
3766,Silver Girl,Elin Hilderbrand,3.87,mystery
3767,Practical Magic,Alice Hoffman,3.8,fairy tale fantasy
3768,Trapped ,Kevin Hearne,4.28,fiction
3769,Midnight for Charlie Bone,Jenny Nimmo,3.79,science fiction
3770,Illuminae,"Amie Kaufman, Jay Kristoff",4.32,autobiographical
3771,The Black Company,Glen Cook,3.96,dictionary
3772,War and Remembrance,Herman Wouk,4.38,comic
3773,The Woman in Black,"Susan Hill, John Lawrence",3.68,autobiographical
3774,The Best Christmas Pageant Ever,Barbara Robinson,4.18,horror
3775,A Clash of Kings,George R.R. Martin,4.53,comic 
3776,King Rat,James Clavell,4.1,mystery
3777,Fear,Michael  Grant,4.25,fiction
3778,darrrrrr,"Colleen Hoover, Tarryn Fisher",4.12,comic 
3779,The Fourth Protocol,Frederick Forsyth,3.99,genre
3780,Lord John and the Private Matter,Diana Gabaldon,3.66,fiction
3781,The Goddess Test,Aimee Carter,3.83,comic 
3782,The Ghost Map,Steven Johnson,3.91,crime
3783,Eve,Anna Carey,3.69,horror
3784,The Target,David Baldacci,4.04,mystery
3785,On Photography,Susan Sontag,3.84,fairy tale fantasy
3786,Protect and Defend,Vince Flynn,4.34,fiction
3787,Songs in Ordinary Time,Mary McGarry Morris,3.68,science fiction
3788,Thunderstruck,Erik Larson,3.67,autobiographical
3789,"Physics of the Impossible: A Scientific Exploration of the World of Phasers, Force Fields, Teleportation, and Time Travel",Michio Kaku,4.07,dictionary
3790,The Midwife's Apprentice,Karen Cushman,3.71,fiction
3791,The Crimson Petal and the White,Michel Faber,3.87,comic 
3792,A Spot of Bother,Mark Haddon,3.46,crime
3793,Silver Shadows,Richelle Mead,4.37,horror
3794,Tales of the City,Armistead Maupin,4.06,mystery
3795,Perelandra,C.S. Lewis,3.97,fairy tale fantasy
3796,Tricks,Ellen Hopkins,4.29,fiction
3797,Eaters of the Dead,Michael Crichton,3.64,science fiction
3798,Heir of Novron,Michael J. Sullivan,4.46,autobiographical
3799,The Legend of Sleepy Hollow,Washington Irving,3.74,dictionary
3800,Just the Sexiest Man Alive,Julie James,3.94,comic
3801,10th Anniversary,"James Patterson, Maxine Paetro",4.05,autobiographical
3802,The Island,Victoria Hislop,3.99,horror
3803,The Good Guy,Dean Koontz,3.81,comic 
3804,Whispers,Dean Koontz,3.9,mystery
3805,The Weed That Strings the Hangman's Bag,Alan Bradley,3.99,fiction
3806,Hideaway,Dean Koontz,3.82,comic 
3807,Knots & Crosses,"Ian Rankin, Mircea PricÄƒjan",3.83,genre
3808,"A Good Man Is Hard to Find, and Other Stories",Flannery O'Connor,4.24,fiction
3809,"The Walking Dead, Vol. 2: Miles Behind Us","Robert Kirkman, Charlie Adlard",4.25,comic 
3810,Tribes: We Need You to Lead Us,Seth Godin,3.84,crime
3811,Wasted: A Memoir of Anorexia and Bulimia ,Marya Hornbacher,3.99,horror
3812,all waste,Anna Quindlen,3.83,mystery
3813,coplete waste,"Lewis Carroll, John Tenniel",4.22,fairy tale fantasy
3814,Black Magic Sanction,Kim Harrison,4.39,fiction
3815,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health ",William  Davis,3.71,science fiction
3816,End of Days,Susan Ee,4.1,autobiographical
3817,The Best of H.P. Lovecraft ,"H.P. Lovecraft, August Derleth, Robert Bloch",4.31,dictionary
3818,The Crystal Cave,Mary  Stewart,4.12,fiction
3819,Pale Demon,Kim Harrison,4.45,comic 
3820,The Call of Cthulhu and Other Weird Stories,"H.P. Lovecraft, S.T. Joshi",4.25,crime
3821,"Conversations with God, An Uncommon Dialogue: Living in the World with Honesty, Courage, and Love, Book 1",Neale Donald Walsch,4.15,horror
3822,You're Never Weird on the Internet (Almost),"Felicia Day, Joss Whedon",4.14,mystery
3823,Now You See Her,"James Patterson, Michael Ledwidge",3.98,fairy tale fantasy
3824,Glory in Death,J.D. Robb,4.25,fiction
3825,"Hawkeye, Volume 1: My Life as a Weapon","Matt Fraction, David Aja, Javier Pulido, Matt Hollingsworth, Chris Eliopoulos, Alan Davis",4.17,science fiction
3826,"Over Sea, Under Stone",Susan Cooper,3.85,autobiographical
3827,Absolute Batman Hush,"Jeph Loeb, Jim Lee, Scott Williams, Alex Sinclair, Richard Starkings",4.29,dictionary
3828,yung ,"Haruki Murakami, Jay Rubin",3.78,comic
3829,"I, Alex Cross",James Patterson,3.98,autobiographical
3830,Love That Dog,Sharon Creech,4.01,horror
3831,A Man Named Dave: A Story of Triumph and Forgiveness,Dave Pelzer,3.87,comic 
3832,"Danse Macabre (Anita Blake, Vampire Hunter, #14)",Laurell K. Hamilton,3.81,mystery
3833,Tarzan of the Apes,Edgar Rice Burroughs,3.88,fiction
3834,"The White Dragon (Pern: Dragonriders of Pern, #3)",Anne McCaffrey,4.17,comic 
3835,"Bright Lights, Big Ass: A Self-Indulgent, Surly, Ex-Sorority Girl's Guide to Why it Often Sucks in the City, or Who are These Idiots and Why Do They All Live Next Door to Me?",Jen Lancaster,4.07,genre
3836,The Magic Faraway Tree,Enid Blyton,4.29,fiction
3837,The Robber Bride,Margaret Atwood,3.82,comic 
3838,Pleasure Unbound,Larissa Ione,4.07,crime
3839,Midnight Awakening ,Lara Adrian,4.25,horror
3840,The Shock of the New,Robert Hughes,3.73,mystery
3841,A Prisoner of Birth,Jeffrey Archer,4.09,fairy tale fantasy
3842,Thirst No. 2,Christopher Pike,4.06,fiction
3843,Thr3e,Ted Dekker,4.08,science fiction
3844,King Leopold's Ghost,Adam Hochschild,4.15,autobiographical
3845,Guilty Wives,"James Patterson, David Ellis",3.82,dictionary
3846,Between the Lines,"Jodi Picoult, Samantha van Leer",3.58,fiction
3847,The Midwife's Confession,Diane Chamberlain,4.05,comic 
3848,Tales From a Not-So-Talented Pop Star,Rachel RenÃ©e Russell,4.31,crime
3849,Habibi,Craig Thompson,4.04,horror
3850,The House of Silk,Anthony Horowitz,3.95,mystery
3851,The Lion's Game,Nelson DeMille,4.17,fairy tale fantasy
3852,Deity,Jennifer L. Armentrout,4.41,fiction
3853,hnjmmkkdgjwd,"Henry David Thoreau, W.S. Merwin",3.96,science fiction
3854,"Black Bird, Volume 1","Kanoko Sakurakouji, JN Productions, Pancha Diaz",4.08,autobiographical
3855,Paper Princess,"Erin Watt, Elle Kennedy, Jen Frederick",4.08,dictionary
3856,Little Children,Tom Perrotta,3.61,comic
3857,The Boys from Brazil,Ira Levin,4.05,autobiographical
3858,Interesting Times,Terry Pratchett,4.17,horror
3859,Dark Desires After Dusk,Kresley Cole,4.38,comic 
3860,scvbn,"Patricia C. Wrede, Peter de SÃ¨ve",4.25,mystery
3861,The Sandcastle Girls,Chris Bohjalian,3.86,fiction
3862,Kiss of Death,"Rachel Caine, Cynthia Holloway",4.22,comic 
3863,Fixed on You,Laurelin Paige,4.16,genre
3864,"Maximum Ride: The Manga, Vol. 1","James Patterson, NaRae Lee",4.24,fiction
3865,The Last Boyfriend,"Nora Roberts, MacLeod Andrews",4.06,comic 
3866,Drengen i kufferten,"Lene KaaberbÃ¸l, Agnete Friis",3.6,crime
3867,So Youâ€™ve Been Publicly Shamed,Jon Ronson,3.91,horror
3868,iugfx,"Plato, Christopher Gill",4.01,mystery
3869,Vernon God Little,D.B.C. Pierre,3.58,fairy tale fantasy
3870,A Darkness More Than Night,Michael Connelly,4.12,fiction
3871,Otherwise Known as Sheila the Great,Judy Blume,3.94,science fiction
3872,For Colored Girls Who Have Considered Suicide When the Rainbow Is Enuf ,Ntozake Shange,4.27,autobiographical
3873,The Obsession,Nora Roberts,4.18,dictionary
3874,"Micah (Anita Blake, Vampire Hunter, #13)",Laurell K. Hamilton,3.62,fiction
3875,Twice Bitten ,Chloe Neill,4.23,comic 
3876,The Last Precinct,Patricia Cornwell,3.83,crime
3877,Girls in White Dresses,Jennifer Close,3.12,horror
3878,Cold Comfort Farm,"Stella Gibbons, Lynne Truss, Roz Chast",3.92,mystery
3879,Just One Year,Gayle Forman,3.9,fairy tale fantasy
3880,One With You,Sylvia Day,4.04,fiction
3881,wguo,"Rainer Metzger, Ingo F. Walther",4.14,science fiction
3882,etdyhens,Chris Guillebeau,3.85,autobiographical
3883,The Lust Lizard of Melancholy Cove,Christopher Moore,3.85,dictionary
3884,Mona Lisa Overdrive,William Gibson,3.97,comic
3885,tfydhj,Trevor Noah,4.49,autobiographical
3886,ohjiklr,Theodore Taylor,3.74,horror
3887,The Secret,Julie Garwood,4.26,comic 
3888,North of Beautiful,Justina Chen,3.92,mystery
3889,The Stone Diaries,Carol Shields,3.84,fiction
3890,The Power of a Praying Woman,Stormie Omartian,4.38,comic 
3891,Shoe Addicts Anonymous ,Beth Harbison,3.57,genre
3892,FrÃ¸ken Smillas fornemmelse for sne,"Peter HÃ¸eg, Tiina Nunnally",3.73,fiction
3893,Shakespeare: The World as Stage ,Bill Bryson,3.79,comic 
3894,The Smoke Jumper,Nicholas Evans,4.05,crime
3895,Willow,Julia Hoban,3.94,horror
3896,Living History,Hillary Rodham Clinton,3.75,mystery
3897,Batman: Dark Victory,"Jeph Loeb, Tim Sale",4.11,fairy tale fantasy
3898,The Hare with Amber Eyes: A Family's Century of Art and Loss,Edmund de Waal,3.85,fiction
3899,A Spell for Chameleon,Piers Anthony,3.93,science fiction
3900,"Hand, Hand, Fingers, Thumb","Al Perkins, Eric Gurney",4.22,autobiographical
3901,Starters,Lissa Price,3.91,dictionary
3902,Dark Needs at Night's Edge,Kresley Cole,4.32,fiction
3903,Pedro PÃ¡ramo,"Juan Rulfo, Margaret Sayers Peden, Susan Sontag",4.04,comic 
3904,Anne of Ingleside,L.M. Montgomery,4.05,crime
3905,The Middle Place,Kelly Corrigan,3.85,horror
3906,Deal Breaker,Harlan Coben,3.94,mystery
3907,The Waste Land,"T.S. Eliot, Michael North",4.11,fairy tale fantasy
3908,The Royal We,"Heather Cocks, Jessica  Morgan",3.8,fiction
3909,The Viscount Who Loved Me,Julia Quinn,4.19,science fiction
3910,Peter and the Shadow Thieves,"Dave Barry, Ridley Pearson, Greg Call",4.15,autobiographical
3911,Drown,Junot DÃ­az,4.05,dictionary
3912,The Beach House,Jane Green,3.62,comic
3913,Nesmrtelnost,Milan Kundera,4.12,autobiographical
3914,Best Kept Secret,Jeffrey Archer,3.94,horror
3915,Spin,Robert Charles Wilson,4.01,comic 
3916,Long Day's Journey Into Night,Eugene O'Neill,4.07,mystery
3917,wdeui g,"Kohta Hirano, Duane Johnson",4.28,fiction
3918,Soul Harvest: The World Takes Sides,"Tim LaHaye, Jerry B. Jenkins",3.95,comic 
3919,Twisted,Laurie Halse Anderson,3.83,genre
3920,The Physician,Noah Gordon,4.35,fiction
3921,Dean Koontz's Frankenstein: Prodigal Son,"Dean Koontz, Kevin J. Anderson, Scott Brick",4.01,comic 
3922,How Do Dinosaurs Say Goodnight?,"Jane Yolen, Mark Teague",4.13,crime
3923,do rin,"Miyamoto Musashi, Victor Harris",4.09,horror
3924,Ticktock,Dean Koontz,3.71,mystery
3925,The Icarus Agenda,Robert Ludlum,3.93,fairy tale fantasy
3926,Demon From the Dark ,Kresley Cole,4.47,fiction
3927,The King,J.R. Ward,4.37,science fiction
3928,When Nietzsche Wept: A Novel of Obsession,Irvin D. Yalom,4.25,autobiographical
3929,The Crossing ,Cormac McCarthy,4.11,dictionary
3930,uywdgnixmweo,"Aristotle, J.A.K. Thomson, Jonathan Barnes, Hugh Tredennick",3.91,fiction
3931,fugynsm,Kyle Idleman,4.23,comic 
3932,"Scott Pilgrim, Volume 3: Scott Pilgrim & The Infinite Sadness",Bryan Lee O'Malley,4.29,crime
3933,Spook: Science Tackles the Afterlife,Mary Roach,3.57,horror
3934,Songs of Innocence and of Experience,William Blake,4.11,mystery
3935,Sugar Daddy,Lisa Kleypas,4,fairy tale fantasy
3936,The Berenstain Bears and the Messy Room,"Stan Berenstain, Jan Berenstain",4.16,fiction
3937,Blaze,"Richard Bachman, Stephen King",3.65,science fiction
3938,Demon Lord of Karanda,David Eddings,4.05,autobiographical
3939,History of Art,"H.W. Janson, Anthony F. Janson",3.8,dictionary
3940,Ice Cold,Tess Gerritsen,4.14,comic
3941,The Winter King,Bernard Cornwell,4.27,autobiographical
3942,Sin City: A Dame to Kill For,Frank Miller,4.16,horror
3943,Leaving Paradise,Simone Elkeles,4.02,comic 
3944,xcfvbn,Yukiru Sugisaki,4.01,mystery
3945,Total Control,David Baldacci,4.06,fiction
3946,Matterhorn: A Novel of the Vietnam War,Karl Marlantes,4.25,comic 
3947,The Mysterious Benedict Society and the Perilous Journey,"Trenton Lee Stewart, Diana Sudyka",4.19,genre
3948,The Cronicle History of Henry the fift,"William Shakespeare, Barbara A. Mowat, Paul Werstine",3.87,fiction
3949,Politics,Aristotle,3.91,comic 
3950,The Wolf of Wall Street,Jordan Belfort,3.67,crime
3951,Nachfolge,Dietrich Bonhoeffer,4.35,horror
3952,A Gentleman in Moscow,Amor Towles,4.37,mystery
3953,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Michelle Alexander,4.49,fairy tale fantasy
3954,Sult,"Knut Hamsun, George Egerton",4.09,fiction
3955,The Book of Unknown Americans,Cristina Henriquez,3.85,science fiction
3956,Fever,Lauren DeStefano,3.79,autobiographical
3957,B is for Burglar,Sue Grafton,3.83,dictionary
3958,When Will There Be Good News?,Kate Atkinson,3.97,fiction
3959,Joker,"Brian Azzarello, Lee Bermejo",4.04,comic 
3960,x     bhgn m,"Sergei Lukyanenko, Andrew Bromfield",3.97,crime
3961,Dept. of Speculation,Jenny Offill,3.72,horror
3962,Secrets of a Charmed Life,Susan Meissner,4.17,mystery
3963,The Great Santini,Pat Conroy,4.13,fairy tale fantasy
3964,Johnny Got His Gun,Dalton Trumbo,4.16,fiction
3965,Angels Flight,Michael Connelly,4.13,science fiction
3966,Teacher Man,Frank McCourt,3.73,autobiographical
3967,Vampire Kisses: The Beginning (Vampire Kisses Omnibus),Ellen Schreiber,4.12,dictionary
3968,The Last Guardian,Eoin Colfer,4.15,comic
3969,La planÃ¨te des singes,"Pierre Boulle, Xan Fielding",3.91,autobiographical
3970,Ghost Town,Rachel Caine,4.27,horror
3971,Evergreen,Belva Plain,3.98,comic 
3972,Experiencing God : Knowing and Doing His Will - Workbook,"Henry T. Blackaby, Claude V. King, Richard Blackaby",4.32,mystery
3973,Deliverance,James Dickey,3.86,fiction
3974,Dragonsinger,Anne McCaffrey,4.26,comic 
3975,Boundless,Cynthia Hand,4.15,genre
3976,The Whistler,John Grisham,3.87,fiction
3977,"D.Gray-man, Volume 1","Katsura Hoshino, Mayumi Kobayashi",4.21,comic 
3978,The Robots of Dawn,Isaac Asimov,4.13,crime
3979,The Rule of Four,"Ian Caldwell, Dustin Thomason",3.22,horror
3980,The Redemption of Callie & Kayden,Jessica Sorensen,4.11,mystery
3981,pokjhgfdc,"Gene Luen Yang, Bryan Konietzko, Michael Dante DiMartino, Dave Marshall, Gurihiru",4.29,fairy tale fantasy
3982,The Closers,Michael Connelly,4.08,fiction
3983,Fire and Ice,Erin Hunter,4.36,science fiction
3984,The Darkest Whisper,Gena Showalter,4.33,autobiographical
3985,"Love Is a Mix Tape: Life and Loss, One Song at a Time",Rob Sheffield,3.83,dictionary
3986,Please Kill Me: The Uncensored Oral History of Punk,"Legs McNeil, Gillian McCain",4.16,fiction
3987,wsdxcfgvhbn ,Marybeth Mayhew Whalen,3.83,comic 
3988,Frog and Toad All Year,Arnold Lobel,4.34,crime
3989,"The Dark Elf Trilogy Collector's Edition (Forgotten Realms: Dark Elf Trilogy, #1-3)",R.A. Salvatore,4.33,horror
3990,"The Harlequin (Anita Blake, Vampire Hunter, #15)",Laurell K. Hamilton,3.9,mystery
3991,So B. It,Sarah Weeks,4.1,fiction
3992,Found,Margaret Peterson Haddix,3.97,comic 
3993,gfcvbjm ,Emily Giffin,3.6,crime
3994,The Basketball Diaries 1963-1966,Jim Carroll,3.98,horror
3995,Sin City: That Yellow Bastard,Frank Miller,4.22,mystery
3996,Krew elfÃ³w,Andrzej Sapkowski,4.23,fairy tale fantasy
3997,Little Altars Everywhere,Rebecca Wells,3.55,fiction
3998,Angels,Marian Keyes,3.73,science fiction
3999,A World Without Heroes,Brandon Mull,4.07,autobiographical
4000,The Kings of Clonmel,John Flanagan,4.29,dictionary
4001,The Fireman,Joe Hill,3.92,comic
4002,The Revenge of Seven,Pittacus Lore,4.28,autobiographical
4003,Ben-Hur: A Tale of the Christ,Lew Wallace,4.02,horror
4004,Homage to Catalonia,"George Orwell, Lionel Trilling",4.14,comic 
4005,Good Grief,Lolly Winston,3.72,mystery
4006,A Knight of the Seven Kingdoms,"George R.R. Martin, Gary Gianni",4.19,fiction
4007,Misguided Angel,Melissa de la Cruz,3.93,comic 
4008,Undeniable,Madeline Sheehan,4.08,genre
4009,Four Blondes,Candace Bushnell,2.8,fiction
4010,There Was an Old Lady Who Swallowed a Fly (Classic Board Books with Holes),Pam Adams,4.2,comic 
4011,The Girl In The Ice,Robert Bryndza,3.95,crime
4012,The Long Way Home,"Joss Whedon, Georges Jeanty",3.96,horror
4013,Medium Raw: A Bloody Valentine to the World of Food and the People Who Cook,Anthony Bourdain,3.73,mystery
4014,Emily of New Moon,L.M. Montgomery,4.09,fairy tale fantasy
4015,Ð¡Ð¾Ð±Ð°Ñ‡ÑŒÐµ ÑÐµÑ€Ð´Ñ†Ðµ,"Mikhail Bulgakov, Mirra Ginsburg, Mikhail Bulgakov",4.14,fiction
4016,Grendel,John Gardner,3.69,science fiction
4017,The Pale Rider,Bernard Cornwell,4.27,autobiographical
4018,Chaos: Making a New Science,James Gleick,3.98,dictionary
4019,Marvels,"Kurt Busiek, Alex Ross",4.21,fiction
4020,A Hologram for the King,Dave Eggers,3.29,comic 
4021,The Future of Us,"Jay Asher, Carolyn Mackler",3.58,crime
4022,Cross Country,James Patterson,3.83,horror
4023,Rock Chick,Kristen Ashley,4.2,mystery
4024,The Program,Suzanne Young,4.07,fairy tale fantasy
4025,City of Bones,Michael Connelly,4.04,fiction
4026,Judas Unchained,Peter F. Hamilton,4.3,science fiction
4027,Morality for Beautiful Girls,Alexander McCall Smith,3.97,autobiographical
4028,Going Too Far,Jennifer Echols,3.93,dictionary
4029,The Son,Philipp Meyer,3.98,comic
4030,The Dream Hunter,Sherrilyn Kenyon,4.06,autobiographical
4031,Island of the Sequined Love Nun,"Christopher Moore, Oliver Wyman",3.78,horror
4032,All the Ugly and Wonderful Things,Bryn Greenwood,4.12,comic 
4033,The Moon and More,Sarah Dessen,3.63,mystery
4034,Time Enough for Love,Robert A. Heinlein,3.96,fiction
4035,The Barefoot Contessa Cookbook,"Ina Garten, Melanie Acevedo",4.21,comic 
4036,Virals,"Kathy Reichs, Brendan Reichs",3.94,genre
4037,"An Invisible Thread: The True Story of an 11-Year-Old Panhandler, a Busy Sales Executive, and an Unlikely Meeting with Destiny","Laura Schroff, Alex Tresniowski, Valerie Salembier",4,fiction
4038,"rdsxfguiol, ","P.C. Cast, Kristin Cast",4.37,comic 
4039,Mennonite in a Little Black Dress: A Memoir of Going Home,Rhoda Janzen,3.17,crime
4040,The Simple Truth,David Baldacci,4.03,horror
4041,The City of Mirrors,Justin Cronin,4.2,mystery
4042,Ramona Forever,Beverly Cleary,4.05,fairy tale fantasy
4043,Anne Frank: Beyond the Diary - A Photographic Remembrance,"Ruud van der Rol, Rian Verhoeven, Anna Quindlen, Anne Frank, Tony Langham, Plym Peters",4.25,fiction
4044,Kushiel's Chosen,Jacqueline Carey,4.31,science fiction
4045,Half Girlfriend,Chetan Bhagat,3.16,autobiographical
4046,The Far Side Gallery 3,Gary Larson,4.45,dictionary
4047,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,4.14,fiction
4048,11th hour,"James Patterson, Maxine Paetro",4.02,comic 
4049,"Earth Unaware (The First Formic War, #1) ","Orson Scott Card, Aaron Johnston",3.91,crime
4050,When Things Fall Apart: Heart Advice for Difficult Times,Pema ChÃ¶drÃ¶n,4.29,horror
4051,My Last Duchess,Daisy Goodwin,3.41,mystery
4052,Seeds of Yesterday,V.C. Andrews,3.81,fairy tale fantasy
4053,Three Little Pigs (Little Golden Book),"Al Dempster, Milt Banta, Golden Books, Walt Disney Company",4.19,fiction
4054,Andy Goldsworthy: A Collaboration with Nature,Andy Goldsworthy,3.95,science fiction
4055,Jesus' Son: Stories,Denis Johnson,4.15,autobiographical
4056,The Last Man,Vince Flynn,4.34,dictionary
4057,Saving Fish from Drowning: A Novel,Amy Tan,3.41,comic
4058,Love Anthony,Lisa Genova,3.94,autobiographical
4059,Purple Cow: Transform Your Business by Being Remarkable,Seth Godin,3.78,horror
4060,The Last Star,Rick Yancey,3.64,comic 
4061,"Scott Pilgrim, Volume 4: Scott Pilgrim Gets It Together","Bryan Lee O'Malley, Steve Buccellato",4.32,mystery
4062,QB VII,Leon Uris,4.17,fiction
4063,The Aeronaut's Windlass ,Jim Butcher,4.18,comic 
4064,From Hell,"Alan Moore, Eddie Campbell, Pete Mullins",4.16,genre
4065,Black Rose,Nora Roberts,4.03,fiction
4066,The Perfect Husband,Lisa Gardner,4.01,comic 
4067,The Eight,Katherine Neville,3.92,crime
4068,Daddy-Long-Legs       ,Jean Webster,4.09,horror
4069,East,Edith Pattou,4.14,mystery
4070,Dragonquest,Anne McCaffrey,4.09,fairy tale fantasy
4071,Das Unbehagen in der Kultur,"Sigmund Freud, James Strachey, Peter Gay",3.76,fiction
4072,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,James Bowen,3.96,science fiction
4073,Complete Me,J. Kenner,4.23,autobiographical
4074,Fool's Assassin,Robin Hobb,4.35,dictionary
4075,"Astonishing X-Men, Volume 1: Gifted","Joss Whedon, John Cassaday",4.17,fiction
4076,Fragile Eternity,Melissa Marr,3.83,comic 
4077,The Gamble,Kristen Ashley,4.29,crime
4078,The Great and Secret Show,Clive Barker,4.05,horror
4079,The Mother Tongue: English and How It Got That Way,Bill Bryson,3.95,mystery
4080,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Eric    Weiner,3.83,fairy tale fantasy
4081,the mistake big,Tom Wolfe,3.4,fiction
4082,The Mistake,Elle Kennedy,4.15,science fiction
4083,Match Me If You Can,Susan Elizabeth Phillips,4.13,autobiographical
4084,"Heaven and Earth (Three Sisters Island, #2)",Nora Roberts,4.13,dictionary
4085,The Bad Place,Dean Koontz,3.86,comic
4086,Crazy Little Thing,Tracy Brogan,3.8,autobiographical
4087,Avalon High,Meg Cabot,3.8,horror
4088,The Twilight Saga: The Official Guide,Stephenie Meyer,4.23,comic 
4089,Summer Island,Kristin Hannah,3.97,mystery
4090,Celebration of Discipline: The Path to Spiritual Growth,Richard J. Foster,4.18,fiction
4091,The Prime of Miss Jean Brodie ,Muriel Spark,3.76,comic 
4092,"Sloppy Firsts (Jessica Darling, #1)",Megan McCafferty,3.94,genre
4093,"Forgive Me, Leonard Peacock",Matthew Quick,3.93,fiction
4094,A Long Way From Chicago,Richard Peck,3.92,comic 
4095,Virgin,James Patterson,3.87,crime
4096,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,Ben Mezrich,3.87,horror
4097,This One Summer,"Mariko Tamaki, Jillian Tamaki",3.67,mystery
4098,The Next Best Thing,Jennifer Weiner,3.46,fairy tale fantasy
